============================================================
Domain:		PST
Dimensions:	12
|S|:		5451776
|A|:		27
|S|x|A|:		147197952
Episode Cap:	1000
Gamma:		0.9
NUM_UAV:		3
============================================================
Representation:		IndependentDiscretizationCompactBinary
Features per action:	52
Binary Dimensions:	[ 6  7  8  9 10 11]
============================================================
Representation:		iFDD
Features per action:	52
Initial Representation:	IndependentDiscretizationCompactBinary
Plus:			1
Sparsify:		1
Cached:			1
Online Threshold:	100.000
Batch Threshold:		100.000
Max Batch Discovery:	20
============================================================
Agent:		SARSA
Policy:		eGreedy
Alpha_0:		0.10
============================================================
Experiment:		OnlineExperiment
Output:			Results/13ICML-BatchiFDD/PST/PST-iFDD-50000-100/3-results.txt
Learning Steps:		50000
Performance Checks:	5
Log Intervals:		1(s)
143: E[0:00:01]-R[0:06:07]: Return=-54.00, Steps=10, Features = 53
46206: E[0:06:20]-R[0:00:31]: Return=-60.00, Steps=34, Features = 110
46334: E[0:06:21]-R[0:00:30]: Return=-23.00, Steps=14, Features = 110
46486: E[0:06:22]-R[0:00:29]: Return=-16.00, Steps=12, Features = 111
46582: E[0:06:23]-R[0:00:28]: Return=-12.00, Steps=10, Features = 111
46666: E[0:06:24]-R[0:00:27]: Return=-4.00, Steps=26, Features = 111
46807: E[0:06:26]-R[0:00:26]: Return=-115.00, Steps=107, Features = 111
46883: E[0:06:27]-R[0:00:26]: Return=-14.00, Steps=11, Features = 111
46955: E[0:06:28]-R[0:00:25]: Return=-37.00, Steps=12, Features = 111
47040: E[0:06:29]-R[0:00:24]: Return=-63.00, Steps=29, Features = 111
47184: E[0:06:30]-R[0:00:23]: Return=-30.00, Steps=33, Features = 111
47306: E[0:06:31]-R[0:00:22]: Return=-91.00, Steps=78, Features = 111
47404: E[0:06:32]-R[0:00:21]: Return=-50.00, Steps=20, Features = 111
47542: E[0:06:34]-R[0:00:20]: Return=-16.00, Steps=32, Features = 111
47686: E[0:06:35]-R[0:00:19]: Return=0.00, Steps=14, Features = 112
47812: E[0:06:36]-R[0:00:18]: Return=-55.00, Steps=11, Features = 112
47909: E[0:06:37]-R[0:00:17]: Return=-79.00, Steps=16, Features = 113
48001: E[0:06:38]-R[0:00:17]: Return=-59.00, Steps=24, Features = 113
48125: E[0:06:39]-R[0:00:16]: Return=11.00, Steps=28, Features = 113
48270: E[0:06:40]-R[0:00:14]: Return=32.00, Steps=19, Features = 113
48419: E[0:06:41]-R[0:00:13]: Return=-57.00, Steps=12, Features = 113
48516: E[0:06:43]-R[0:00:12]: Return=-45.00, Steps=18, Features = 113
48696: E[0:06:44]-R[0:00:11]: Return=-119.00, Steps=89, Features = 113
48864: E[0:06:45]-R[0:00:09]: Return=-60.00, Steps=41, Features = 113
49021: E[0:06:47]-R[0:00:08]: Return=17.00, Steps=40, Features = 113
49105: E[0:06:48]-R[0:00:07]: Return=-82.00, Steps=12, Features = 113
49246: E[0:06:49]-R[0:00:06]: Return=0.00, Steps=15, Features = 113
49397: E[0:06:50]-R[0:00:05]: Return=-33.00, Steps=11, Features = 113
49530: E[0:06:51]-R[0:00:04]: Return=-76.00, Steps=41, Features = 113
49617: E[0:06:52]-R[0:00:03]: Return=-76.00, Steps=44, Features = 113
49738: E[0:06:53]-R[0:00:02]: Return=-95.00, Steps=33, Features = 113
49811: E[0:06:54]-R[0:00:02]: Return=-55.00, Steps=10, Features = 113
49987: E[0:06:55]-R[0:00:00]: Return=-64.00, Steps=36, Features = 113
50000 >>> E[0:06:56]-R[0:00:00]: Return=-51.00, Steps=20, Features = 113
============================================================
Took 0:06:56
Results	=> Results/13ICML-BatchiFDD/PST/PST-iFDD-50000-100/3-results.txt
Log	=> Results/13ICML-BatchiFDD/PST/PST-iFDD-50000-100/3-out.txt
