============================================================
Domain:		InvertedPendulum
Dimensions:	2
|S|:		inf
|A|:		3
|S|x|A|:		inf
Episode Cap:	100
Gamma:		0.9
============================================================
Representation:		Tabular
Discretization:		20
Starting Features:	400
Aggregated States:	400
============================================================
Agent:		SARSA
Policy:		eGreedy
Alpha_0:		0.10
============================================================
Experiment:		OnlineExperiment
Output:			Results/InvertedPendulum-SARSA-Tabular/4-4-result.txt
Max Steps: 		100000
Performance Checks:	15
200: E[0:00:01]-R[0:12:03]: Return=0.00, Steps=100, Features = 400
69500: E[0:06:26]-R[0:02:49]: Return=0.00, Steps=100, Features = 400
69700: E[0:06:27]-R[0:02:48]: Return=13.00, Steps=100, Features = 400
69900: E[0:06:28]-R[0:02:47]: Return=20.00, Steps=100, Features = 400
70100: E[0:06:29]-R[0:02:46]: Return=0.00, Steps=100, Features = 400
70400: E[0:06:30]-R[0:02:44]: Return=0.00, Steps=100, Features = 400
70600: E[0:06:31]-R[0:02:43]: Return=7.00, Steps=100, Features = 400
70800: E[0:06:32]-R[0:02:42]: Return=0.00, Steps=100, Features = 400
71100: E[0:06:34]-R[0:02:40]: Return=19.00, Steps=100, Features = 400
71400: E[0:06:35]-R[0:02:38]: Return=0.00, Steps=100, Features = 400
71600: E[0:06:36]-R[0:02:37]: Return=11.00, Steps=100, Features = 400
71800: E[0:06:37]-R[0:02:36]: Return=12.00, Steps=100, Features = 400
72000: E[0:06:38]-R[0:02:35]: Return=5.00, Steps=100, Features = 400
72200: E[0:06:39]-R[0:02:34]: Return=0.00, Steps=100, Features = 400
72400: E[0:06:40]-R[0:02:33]: Return=0.00, Steps=100, Features = 400
72700: E[0:06:42]-R[0:02:31]: Return=0.00, Steps=100, Features = 400
72900: E[0:06:43]-R[0:02:30]: Return=8.00, Steps=100, Features = 400
73100: E[0:06:44]-R[0:02:29]: Return=11.00, Steps=100, Features = 400
73300: E[0:06:45]-R[0:02:28]: Return=6.00, Steps=100, Features = 400
73326 >>> E[0:06:46]-R[0:02:28]: Return=16.00, Steps=100, Features = 400
73600: E[0:06:47]-R[0:02:26]: Return=0.00, Steps=100, Features = 400
73800: E[0:06:48]-R[0:02:25]: Return=18.00, Steps=100, Features = 400
74000: E[0:06:49]-R[0:02:24]: Return=6.00, Steps=100, Features = 400
74300: E[0:06:50]-R[0:02:22]: Return=21.00, Steps=100, Features = 400
74500: E[0:06:51]-R[0:02:21]: Return=0.00, Steps=100, Features = 400
74700: E[0:06:53]-R[0:02:20]: Return=4.00, Steps=100, Features = 400
75000: E[0:06:54]-R[0:02:18]: Return=10.00, Steps=100, Features = 400
75200: E[0:06:55]-R[0:02:17]: Return=5.00, Steps=100, Features = 400
75400: E[0:06:56]-R[0:02:16]: Return=0.00, Steps=100, Features = 400
75600: E[0:06:57]-R[0:02:15]: Return=0.00, Steps=100, Features = 400
75800: E[0:06:58]-R[0:02:13]: Return=5.00, Steps=100, Features = 400
76000: E[0:06:59]-R[0:02:12]: Return=17.00, Steps=100, Features = 400
76200: E[0:07:00]-R[0:02:11]: Return=0.00, Steps=100, Features = 400
76400: E[0:07:01]-R[0:02:10]: Return=9.00, Steps=100, Features = 400
76600: E[0:07:02]-R[0:02:09]: Return=14.00, Steps=100, Features = 400
76800: E[0:07:03]-R[0:02:08]: Return=0.00, Steps=100, Features = 400
77000: E[0:07:05]-R[0:02:07]: Return=11.00, Steps=100, Features = 400
77200: E[0:07:06]-R[0:02:06]: Return=3.00, Steps=100, Features = 400
77400: E[0:07:07]-R[0:02:05]: Return=7.00, Steps=100, Features = 400
77600: E[0:07:08]-R[0:02:03]: Return=13.00, Steps=100, Features = 400
77800: E[0:07:09]-R[0:02:02]: Return=0.00, Steps=100, Features = 400
78000: E[0:07:10]-R[0:02:01]: Return=14.00, Steps=100, Features = 400
78200: E[0:07:11]-R[0:02:00]: Return=22.00, Steps=100, Features = 400
78400: E[0:07:12]-R[0:01:59]: Return=7.00, Steps=100, Features = 400
78600: E[0:07:13]-R[0:01:58]: Return=0.00, Steps=100, Features = 400
78900: E[0:07:14]-R[0:01:56]: Return=0.00, Steps=100, Features = 400
79200: E[0:07:16]-R[0:01:54]: Return=6.00, Steps=100, Features = 400
79400: E[0:07:17]-R[0:01:53]: Return=0.00, Steps=100, Features = 400
79600: E[0:07:18]-R[0:01:52]: Return=3.00, Steps=100, Features = 400
79800: E[0:07:19]-R[0:01:51]: Return=3.00, Steps=100, Features = 400
79992 >>> E[0:07:20]-R[0:01:50]: Return=12.00, Steps=100, Features = 400
80200: E[0:07:22]-R[0:01:49]: Return=0.00, Steps=100, Features = 400
80400: E[0:07:23]-R[0:01:48]: Return=0.00, Steps=100, Features = 400
80600: E[0:07:24]-R[0:01:47]: Return=0.00, Steps=100, Features = 400
80800: E[0:07:25]-R[0:01:46]: Return=12.00, Steps=100, Features = 400
81000: E[0:07:27]-R[0:01:45]: Return=13.00, Steps=100, Features = 400
81200: E[0:07:28]-R[0:01:44]: Return=0.00, Steps=100, Features = 400
81400: E[0:07:29]-R[0:01:43]: Return=12.00, Steps=100, Features = 400
81600: E[0:07:30]-R[0:01:42]: Return=0.00, Steps=100, Features = 400
81800: E[0:07:32]-R[0:01:41]: Return=16.00, Steps=100, Features = 400
82000: E[0:07:33]-R[0:01:39]: Return=8.00, Steps=100, Features = 400
82200: E[0:07:34]-R[0:01:38]: Return=14.00, Steps=100, Features = 400
82400: E[0:07:35]-R[0:01:37]: Return=16.00, Steps=100, Features = 400
82600: E[0:07:36]-R[0:01:36]: Return=3.00, Steps=100, Features = 400
82800: E[0:07:37]-R[0:01:35]: Return=0.00, Steps=100, Features = 400
83000: E[0:07:38]-R[0:01:34]: Return=0.00, Steps=100, Features = 400
83200: E[0:07:39]-R[0:01:33]: Return=14.00, Steps=100, Features = 400
83400: E[0:07:41]-R[0:01:32]: Return=0.00, Steps=100, Features = 400
83600: E[0:07:42]-R[0:01:31]: Return=8.00, Steps=100, Features = 400
83800: E[0:07:43]-R[0:01:29]: Return=10.00, Steps=100, Features = 400
84000: E[0:07:44]-R[0:01:28]: Return=9.00, Steps=100, Features = 400
84200: E[0:07:45]-R[0:01:27]: Return=13.00, Steps=100, Features = 400
84400: E[0:07:46]-R[0:01:26]: Return=14.00, Steps=100, Features = 400
84600: E[0:07:47]-R[0:01:25]: Return=16.00, Steps=100, Features = 400
84800: E[0:07:48]-R[0:01:24]: Return=17.00, Steps=100, Features = 400
85000: E[0:07:49]-R[0:01:23]: Return=21.00, Steps=100, Features = 400
85200: E[0:07:51]-R[0:01:22]: Return=16.00, Steps=100, Features = 400
85400: E[0:07:52]-R[0:01:21]: Return=18.00, Steps=100, Features = 400
85600: E[0:07:53]-R[0:01:20]: Return=8.00, Steps=100, Features = 400
85800: E[0:07:54]-R[0:01:18]: Return=23.00, Steps=100, Features = 400
86000: E[0:07:55]-R[0:01:17]: Return=17.00, Steps=100, Features = 400
86200: E[0:07:56]-R[0:01:16]: Return=6.00, Steps=100, Features = 400
86400: E[0:07:57]-R[0:01:15]: Return=0.00, Steps=100, Features = 400
86600: E[0:07:58]-R[0:01:14]: Return=17.00, Steps=100, Features = 400
86658 >>> E[0:07:59]-R[0:01:14]: Return=20.00, Steps=100, Features = 400
86900: E[0:08:00]-R[0:01:12]: Return=12.00, Steps=100, Features = 400
87100: E[0:08:01]-R[0:01:11]: Return=19.00, Steps=100, Features = 400
87300: E[0:08:02]-R[0:01:10]: Return=28.00, Steps=100, Features = 400
87500: E[0:08:03]-R[0:01:09]: Return=0.00, Steps=100, Features = 400
87700: E[0:08:04]-R[0:01:08]: Return=7.00, Steps=100, Features = 400
87900: E[0:08:06]-R[0:01:07]: Return=0.00, Steps=100, Features = 400
88100: E[0:08:07]-R[0:01:06]: Return=0.00, Steps=100, Features = 400
88300: E[0:08:08]-R[0:01:05]: Return=5.00, Steps=100, Features = 400
88500: E[0:08:09]-R[0:01:04]: Return=14.00, Steps=100, Features = 400
88700: E[0:08:10]-R[0:01:02]: Return=14.00, Steps=100, Features = 400
88900: E[0:08:11]-R[0:01:01]: Return=7.00, Steps=100, Features = 400
89100: E[0:08:12]-R[0:01:00]: Return=0.00, Steps=100, Features = 400
89300: E[0:08:13]-R[0:00:59]: Return=20.00, Steps=100, Features = 400
89500: E[0:08:14]-R[0:00:58]: Return=4.00, Steps=100, Features = 400
89700: E[0:08:15]-R[0:00:57]: Return=17.00, Steps=100, Features = 400
89900: E[0:08:17]-R[0:00:56]: Return=12.00, Steps=100, Features = 400
90100: E[0:08:18]-R[0:00:55]: Return=18.00, Steps=100, Features = 400
90300: E[0:08:19]-R[0:00:54]: Return=23.00, Steps=100, Features = 400
90500: E[0:08:20]-R[0:00:52]: Return=19.00, Steps=100, Features = 400
90700: E[0:08:21]-R[0:00:51]: Return=6.00, Steps=100, Features = 400
90900: E[0:08:22]-R[0:00:50]: Return=17.00, Steps=100, Features = 400
91100: E[0:08:23]-R[0:00:49]: Return=14.00, Steps=100, Features = 400
91300: E[0:08:24]-R[0:00:48]: Return=7.00, Steps=100, Features = 400
91500: E[0:08:25]-R[0:00:47]: Return=18.00, Steps=100, Features = 400
91700: E[0:08:26]-R[0:00:46]: Return=0.00, Steps=100, Features = 400
91900: E[0:08:27]-R[0:00:45]: Return=12.00, Steps=100, Features = 400
92100: E[0:08:29]-R[0:00:44]: Return=0.00, Steps=100, Features = 400
92300: E[0:08:30]-R[0:00:43]: Return=20.00, Steps=100, Features = 400
92500: E[0:08:31]-R[0:00:41]: Return=17.00, Steps=100, Features = 400
92700: E[0:08:32]-R[0:00:40]: Return=12.00, Steps=100, Features = 400
92900: E[0:08:33]-R[0:00:39]: Return=16.00, Steps=100, Features = 400
93100: E[0:08:34]-R[0:00:38]: Return=13.00, Steps=100, Features = 400
93324 >>> E[0:08:35]-R[0:00:37]: Return=4.00, Steps=100, Features = 400
93600: E[0:08:37]-R[0:00:35]: Return=24.00, Steps=100, Features = 400
93800: E[0:08:38]-R[0:00:34]: Return=4.00, Steps=100, Features = 400
94000: E[0:08:39]-R[0:00:33]: Return=7.00, Steps=100, Features = 400
94200: E[0:08:40]-R[0:00:32]: Return=24.00, Steps=100, Features = 400
94400: E[0:08:41]-R[0:00:31]: Return=8.00, Steps=100, Features = 400
94700: E[0:08:42]-R[0:00:29]: Return=16.00, Steps=100, Features = 400
94900: E[0:08:43]-R[0:00:28]: Return=9.00, Steps=100, Features = 400
95100: E[0:08:44]-R[0:00:27]: Return=11.00, Steps=100, Features = 400
95300: E[0:08:45]-R[0:00:26]: Return=7.00, Steps=100, Features = 400
95500: E[0:08:46]-R[0:00:25]: Return=16.00, Steps=100, Features = 400
95700: E[0:08:47]-R[0:00:24]: Return=19.00, Steps=100, Features = 400
95900: E[0:08:48]-R[0:00:23]: Return=27.00, Steps=100, Features = 400
96100: E[0:08:49]-R[0:00:21]: Return=20.00, Steps=100, Features = 400
96300: E[0:08:50]-R[0:00:20]: Return=16.00, Steps=100, Features = 400
96500: E[0:08:51]-R[0:00:19]: Return=16.00, Steps=100, Features = 400
96700: E[0:08:53]-R[0:00:18]: Return=16.00, Steps=100, Features = 400
96900: E[0:08:54]-R[0:00:17]: Return=20.00, Steps=100, Features = 400
97100: E[0:08:55]-R[0:00:16]: Return=14.00, Steps=100, Features = 400
97400: E[0:08:56]-R[0:00:14]: Return=15.00, Steps=100, Features = 400
97700: E[0:08:57]-R[0:00:13]: Return=12.00, Steps=100, Features = 400
98000: E[0:08:59]-R[0:00:11]: Return=23.00, Steps=100, Features = 400
98300: E[0:09:00]-R[0:00:09]: Return=27.00, Steps=100, Features = 400
98800: E[0:09:01]-R[0:00:07]: Return=16.00, Steps=100, Features = 400
99400: E[0:09:02]-R[0:00:03]: Return=21.00, Steps=100, Features = 400
99990 >>> E[0:09:04]-R[0:00:00]: Return=22.00, Steps=100, Features = 400
============================================================
Took 0:09:04
Saved in 4-result.txt
