============================================================
Domain:		InvertedPendulum
Dimensions:	2
|S|:		inf
|A|:		3
|S|x|A|:		inf
Episode Cap:	100
Gamma:		0.9
============================================================
Representation:		Tabular
Discretization:		20
Starting Features:	400
Aggregated States:	400
============================================================
Agent:		SARSA
Policy:		eGreedy
Alpha_0:		0.10
============================================================
Experiment:		OnlineExperiment
Output:			Results/InvertedPendulum-SARSA-Tabular/1-1-result.txt
Max Steps: 		100000
Performance Checks:	15
200: E[0:00:01]-R[0:08:52]: Return=0.00, Steps=100, Features = 400
76100: E[0:06:53]-R[0:02:10]: Return=16.00, Steps=100, Features = 400
76400: E[0:06:54]-R[0:02:08]: Return=16.00, Steps=100, Features = 400
76600: E[0:06:55]-R[0:02:07]: Return=15.00, Steps=100, Features = 400
76900: E[0:06:57]-R[0:02:05]: Return=34.00, Steps=100, Features = 400
77200: E[0:06:58]-R[0:02:04]: Return=23.00, Steps=100, Features = 400
77500: E[0:06:59]-R[0:02:02]: Return=15.00, Steps=100, Features = 400
77700: E[0:07:00]-R[0:02:01]: Return=30.00, Steps=100, Features = 400
77900: E[0:07:01]-R[0:02:00]: Return=20.00, Steps=100, Features = 400
78100: E[0:07:02]-R[0:01:58]: Return=24.00, Steps=100, Features = 400
78300: E[0:07:04]-R[0:01:57]: Return=32.00, Steps=100, Features = 400
78500: E[0:07:05]-R[0:01:56]: Return=31.00, Steps=100, Features = 400
78700: E[0:07:06]-R[0:01:55]: Return=22.00, Steps=100, Features = 400
78900: E[0:07:07]-R[0:01:54]: Return=22.00, Steps=100, Features = 400
79100: E[0:07:08]-R[0:01:53]: Return=17.00, Steps=100, Features = 400
79300: E[0:07:09]-R[0:01:52]: Return=36.00, Steps=100, Features = 400
79500: E[0:07:10]-R[0:01:51]: Return=22.00, Steps=100, Features = 400
79700: E[0:07:11]-R[0:01:50]: Return=26.00, Steps=100, Features = 400
79900: E[0:07:12]-R[0:01:49]: Return=25.00, Steps=100, Features = 400
79992 >>> E[0:07:13]-R[0:01:48]: Return=32.00, Steps=100, Features = 400
80200: E[0:07:14]-R[0:01:47]: Return=22.00, Steps=100, Features = 400
80500: E[0:07:16]-R[0:01:46]: Return=26.00, Steps=100, Features = 400
80700: E[0:07:17]-R[0:01:44]: Return=20.00, Steps=100, Features = 400
80900: E[0:07:18]-R[0:01:43]: Return=33.00, Steps=100, Features = 400
81100: E[0:07:19]-R[0:01:42]: Return=18.00, Steps=100, Features = 400
81300: E[0:07:20]-R[0:01:41]: Return=15.00, Steps=100, Features = 400
81500: E[0:07:21]-R[0:01:40]: Return=18.00, Steps=100, Features = 400
81700: E[0:07:23]-R[0:01:39]: Return=18.00, Steps=100, Features = 400
81900: E[0:07:24]-R[0:01:38]: Return=10.00, Steps=100, Features = 400
82100: E[0:07:25]-R[0:01:37]: Return=19.00, Steps=100, Features = 400
82300: E[0:07:26]-R[0:01:36]: Return=16.00, Steps=100, Features = 400
82500: E[0:07:27]-R[0:01:35]: Return=32.00, Steps=100, Features = 400
82700: E[0:07:29]-R[0:01:34]: Return=19.00, Steps=100, Features = 400
82900: E[0:07:30]-R[0:01:33]: Return=15.00, Steps=100, Features = 400
83100: E[0:07:31]-R[0:01:32]: Return=18.00, Steps=100, Features = 400
83300: E[0:07:32]-R[0:01:31]: Return=29.00, Steps=100, Features = 400
83500: E[0:07:33]-R[0:01:29]: Return=30.00, Steps=100, Features = 400
83700: E[0:07:34]-R[0:01:28]: Return=27.00, Steps=100, Features = 400
83900: E[0:07:35]-R[0:01:27]: Return=27.00, Steps=100, Features = 400
84200: E[0:07:36]-R[0:01:26]: Return=23.00, Steps=100, Features = 400
84500: E[0:07:38]-R[0:01:24]: Return=30.00, Steps=100, Features = 400
84800: E[0:07:39]-R[0:01:22]: Return=20.00, Steps=100, Features = 400
85100: E[0:07:40]-R[0:01:21]: Return=22.00, Steps=100, Features = 400
85400: E[0:07:42]-R[0:01:19]: Return=20.00, Steps=100, Features = 400
85600: E[0:07:43]-R[0:01:18]: Return=30.00, Steps=100, Features = 400
85800: E[0:07:44]-R[0:01:17]: Return=43.00, Steps=100, Features = 400
86100: E[0:07:45]-R[0:01:15]: Return=39.00, Steps=100, Features = 400
86300: E[0:07:46]-R[0:01:14]: Return=16.00, Steps=100, Features = 400
86500: E[0:07:47]-R[0:01:13]: Return=43.00, Steps=100, Features = 400
86658 >>> E[0:07:49]-R[0:01:12]: Return=49.00, Steps=100, Features = 400
86900: E[0:07:50]-R[0:01:11]: Return=23.00, Steps=100, Features = 400
87100: E[0:07:51]-R[0:01:10]: Return=16.00, Steps=100, Features = 400
87300: E[0:07:52]-R[0:01:09]: Return=26.00, Steps=100, Features = 400
87500: E[0:07:53]-R[0:01:08]: Return=35.00, Steps=100, Features = 400
87700: E[0:07:54]-R[0:01:06]: Return=27.00, Steps=100, Features = 400
87900: E[0:07:55]-R[0:01:05]: Return=25.00, Steps=100, Features = 400
88100: E[0:07:56]-R[0:01:04]: Return=16.00, Steps=100, Features = 400
88300: E[0:07:57]-R[0:01:03]: Return=24.00, Steps=100, Features = 400
88600: E[0:07:59]-R[0:01:02]: Return=22.00, Steps=100, Features = 400
88900: E[0:08:00]-R[0:01:00]: Return=30.00, Steps=100, Features = 400
89200: E[0:08:01]-R[0:00:58]: Return=57.00, Steps=100, Features = 400
89400: E[0:08:02]-R[0:00:57]: Return=15.00, Steps=100, Features = 400
89600: E[0:08:04]-R[0:00:56]: Return=33.00, Steps=100, Features = 400
89800: E[0:08:05]-R[0:00:55]: Return=29.00, Steps=100, Features = 400
90000: E[0:08:06]-R[0:00:54]: Return=32.00, Steps=100, Features = 400
90200: E[0:08:07]-R[0:00:53]: Return=18.00, Steps=100, Features = 400
90400: E[0:08:08]-R[0:00:52]: Return=33.00, Steps=100, Features = 400
90600: E[0:08:09]-R[0:00:51]: Return=20.00, Steps=100, Features = 400
90800: E[0:08:10]-R[0:00:50]: Return=25.00, Steps=100, Features = 400
91000: E[0:08:11]-R[0:00:49]: Return=27.00, Steps=100, Features = 400
91200: E[0:08:13]-R[0:00:48]: Return=35.00, Steps=100, Features = 400
91400: E[0:08:14]-R[0:00:46]: Return=5.00, Steps=100, Features = 400
91600: E[0:08:15]-R[0:00:45]: Return=35.00, Steps=100, Features = 400
91900: E[0:08:16]-R[0:00:44]: Return=31.00, Steps=100, Features = 400
92100: E[0:08:17]-R[0:00:43]: Return=28.00, Steps=100, Features = 400
92300: E[0:08:18]-R[0:00:42]: Return=22.00, Steps=100, Features = 400
92500: E[0:08:20]-R[0:00:41]: Return=20.00, Steps=100, Features = 400
92700: E[0:08:21]-R[0:00:39]: Return=16.00, Steps=100, Features = 400
92900: E[0:08:22]-R[0:00:38]: Return=17.00, Steps=100, Features = 400
93100: E[0:08:23]-R[0:00:37]: Return=17.00, Steps=100, Features = 400
93300: E[0:08:24]-R[0:00:36]: Return=24.00, Steps=100, Features = 400
93324 >>> E[0:08:25]-R[0:00:36]: Return=32.00, Steps=100, Features = 400
93600: E[0:08:26]-R[0:00:35]: Return=33.00, Steps=100, Features = 400
93900: E[0:08:27]-R[0:00:33]: Return=35.00, Steps=100, Features = 400
94100: E[0:08:28]-R[0:00:32]: Return=22.00, Steps=100, Features = 400
94400: E[0:08:30]-R[0:00:30]: Return=48.00, Steps=100, Features = 400
94600: E[0:08:31]-R[0:00:29]: Return=22.00, Steps=100, Features = 400
94800: E[0:08:32]-R[0:00:28]: Return=20.00, Steps=100, Features = 400
95000: E[0:08:33]-R[0:00:27]: Return=24.00, Steps=100, Features = 400
95200: E[0:08:34]-R[0:00:26]: Return=21.00, Steps=100, Features = 400
95400: E[0:08:35]-R[0:00:25]: Return=33.00, Steps=100, Features = 400
95600: E[0:08:36]-R[0:00:24]: Return=29.00, Steps=100, Features = 400
95900: E[0:08:38]-R[0:00:22]: Return=14.00, Steps=100, Features = 400
96200: E[0:08:39]-R[0:00:21]: Return=23.00, Steps=100, Features = 400
96500: E[0:08:41]-R[0:00:19]: Return=12.00, Steps=100, Features = 400
96700: E[0:08:42]-R[0:00:18]: Return=32.00, Steps=100, Features = 400
96900: E[0:08:43]-R[0:00:17]: Return=18.00, Steps=100, Features = 400
97100: E[0:08:44]-R[0:00:16]: Return=29.00, Steps=100, Features = 400
97300: E[0:08:45]-R[0:00:15]: Return=40.00, Steps=100, Features = 400
97600: E[0:08:46]-R[0:00:13]: Return=23.00, Steps=100, Features = 400
97800: E[0:08:48]-R[0:00:12]: Return=13.00, Steps=100, Features = 400
98000: E[0:08:49]-R[0:00:11]: Return=17.00, Steps=100, Features = 400
98200: E[0:08:50]-R[0:00:10]: Return=31.00, Steps=100, Features = 400
98400: E[0:08:51]-R[0:00:09]: Return=23.00, Steps=100, Features = 400
98600: E[0:08:52]-R[0:00:08]: Return=16.00, Steps=100, Features = 400
98800: E[0:08:53]-R[0:00:06]: Return=29.00, Steps=100, Features = 400
99000: E[0:08:54]-R[0:00:05]: Return=19.00, Steps=100, Features = 400
99200: E[0:08:55]-R[0:00:04]: Return=38.00, Steps=100, Features = 400
99400: E[0:08:56]-R[0:00:03]: Return=28.00, Steps=100, Features = 400
99700: E[0:08:58]-R[0:00:02]: Return=19.00, Steps=100, Features = 400
99990 >>> E[0:08:59]-R[0:00:00]: Return=23.00, Steps=100, Features = 400
============================================================
Took 0:09:00
Saved in 1-result.txt
