============================================================
Domain:		InvertedPendulum
Dimensions:	2
|S|:		inf
|A|:		3
|S|x|A|:		inf
Episode Cap:	100
Gamma:		0.9
============================================================
Representation:		Tabular
Discretization:		20
Starting Features:	400
Aggregated States:	400
============================================================
Agent:		SARSA
Policy:		eGreedy
Alpha_0:		0.10
============================================================
Experiment:		OnlineExperiment
Output:			Results/InvertedPendulum-SARSA-Tabular/2-2-result.txt
Max Steps: 		100000
Performance Checks:	15
200: E[0:00:01]-R[0:08:59]: Return=0.00, Steps=100, Features = 400
74500: E[0:06:44]-R[0:02:18]: Return=8.00, Steps=100, Features = 400
74800: E[0:06:45]-R[0:02:17]: Return=0.00, Steps=100, Features = 400
75000: E[0:06:46]-R[0:02:15]: Return=0.00, Steps=100, Features = 400
75200: E[0:06:47]-R[0:02:14]: Return=0.00, Steps=100, Features = 400
75400: E[0:06:48]-R[0:02:13]: Return=6.00, Steps=100, Features = 400
75600: E[0:06:49]-R[0:02:12]: Return=0.00, Steps=100, Features = 400
75900: E[0:06:51]-R[0:02:10]: Return=3.00, Steps=100, Features = 400
76200: E[0:06:52]-R[0:02:09]: Return=0.00, Steps=100, Features = 400
76400: E[0:06:53]-R[0:02:08]: Return=0.00, Steps=100, Features = 400
76700: E[0:06:55]-R[0:02:06]: Return=0.00, Steps=100, Features = 400
77000: E[0:06:56]-R[0:02:04]: Return=0.00, Steps=100, Features = 400
77300: E[0:06:58]-R[0:02:03]: Return=0.00, Steps=100, Features = 400
77500: E[0:06:59]-R[0:02:02]: Return=0.00, Steps=100, Features = 400
77700: E[0:07:00]-R[0:02:01]: Return=0.00, Steps=100, Features = 400
77900: E[0:07:01]-R[0:01:59]: Return=0.00, Steps=100, Features = 400
78100: E[0:07:02]-R[0:01:58]: Return=0.00, Steps=100, Features = 400
78300: E[0:07:03]-R[0:01:57]: Return=0.00, Steps=100, Features = 400
78500: E[0:07:05]-R[0:01:56]: Return=0.00, Steps=100, Features = 400
78700: E[0:07:06]-R[0:01:55]: Return=0.00, Steps=100, Features = 400
78900: E[0:07:07]-R[0:01:54]: Return=0.00, Steps=100, Features = 400
79200: E[0:07:08]-R[0:01:52]: Return=0.00, Steps=100, Features = 400
79400: E[0:07:09]-R[0:01:51]: Return=0.00, Steps=100, Features = 400
79600: E[0:07:10]-R[0:01:50]: Return=2.00, Steps=100, Features = 400
79800: E[0:07:12]-R[0:01:49]: Return=0.00, Steps=100, Features = 400
79992 >>> E[0:07:13]-R[0:01:48]: Return=0.00, Steps=100, Features = 400
80200: E[0:07:14]-R[0:01:47]: Return=0.00, Steps=100, Features = 400
80500: E[0:07:15]-R[0:01:45]: Return=3.00, Steps=100, Features = 400
80700: E[0:07:16]-R[0:01:44]: Return=11.00, Steps=100, Features = 400
80900: E[0:07:17]-R[0:01:43]: Return=0.00, Steps=100, Features = 400
81100: E[0:07:18]-R[0:01:42]: Return=6.00, Steps=100, Features = 400
81300: E[0:07:19]-R[0:01:41]: Return=2.00, Steps=100, Features = 400
81500: E[0:07:21]-R[0:01:40]: Return=4.00, Steps=100, Features = 400
81700: E[0:07:22]-R[0:01:39]: Return=4.00, Steps=100, Features = 400
81900: E[0:07:24]-R[0:01:38]: Return=0.00, Steps=100, Features = 400
82100: E[0:07:25]-R[0:01:37]: Return=0.00, Steps=100, Features = 400
82300: E[0:07:26]-R[0:01:36]: Return=5.00, Steps=100, Features = 400
82500: E[0:07:27]-R[0:01:35]: Return=0.00, Steps=100, Features = 400
82700: E[0:07:28]-R[0:01:34]: Return=0.00, Steps=100, Features = 400
82900: E[0:07:29]-R[0:01:33]: Return=0.00, Steps=100, Features = 400
83100: E[0:07:31]-R[0:01:32]: Return=3.00, Steps=100, Features = 400
83300: E[0:07:32]-R[0:01:31]: Return=0.00, Steps=100, Features = 400
83500: E[0:07:33]-R[0:01:30]: Return=0.00, Steps=100, Features = 400
83700: E[0:07:35]-R[0:01:29]: Return=0.00, Steps=100, Features = 400
83900: E[0:07:36]-R[0:01:27]: Return=0.00, Steps=100, Features = 400
84100: E[0:07:37]-R[0:01:26]: Return=0.00, Steps=100, Features = 400
84300: E[0:07:38]-R[0:01:25]: Return=0.00, Steps=100, Features = 400
84500: E[0:07:39]-R[0:01:24]: Return=7.00, Steps=100, Features = 400
84700: E[0:07:40]-R[0:01:23]: Return=0.00, Steps=100, Features = 400
84900: E[0:07:41]-R[0:01:22]: Return=0.00, Steps=100, Features = 400
85200: E[0:07:42]-R[0:01:20]: Return=0.00, Steps=100, Features = 400
85400: E[0:07:43]-R[0:01:19]: Return=0.00, Steps=100, Features = 400
85600: E[0:07:44]-R[0:01:18]: Return=0.00, Steps=100, Features = 400
85800: E[0:07:45]-R[0:01:17]: Return=0.00, Steps=100, Features = 400
86000: E[0:07:46]-R[0:01:16]: Return=9.00, Steps=100, Features = 400
86200: E[0:07:47]-R[0:01:15]: Return=0.00, Steps=100, Features = 400
86500: E[0:07:49]-R[0:01:13]: Return=0.00, Steps=100, Features = 400
86658 >>> E[0:07:50]-R[0:01:12]: Return=0.00, Steps=100, Features = 400
86900: E[0:07:51]-R[0:01:11]: Return=2.00, Steps=100, Features = 400
87100: E[0:07:52]-R[0:01:10]: Return=2.00, Steps=100, Features = 400
87400: E[0:07:54]-R[0:01:08]: Return=0.00, Steps=100, Features = 400
87600: E[0:07:55]-R[0:01:07]: Return=0.00, Steps=100, Features = 400
87800: E[0:07:56]-R[0:01:06]: Return=0.00, Steps=100, Features = 400
88100: E[0:07:58]-R[0:01:05]: Return=0.00, Steps=100, Features = 400
88300: E[0:07:59]-R[0:01:03]: Return=7.00, Steps=100, Features = 400
88500: E[0:08:00]-R[0:01:02]: Return=0.00, Steps=100, Features = 400
88800: E[0:08:01]-R[0:01:01]: Return=0.00, Steps=100, Features = 400
89000: E[0:08:03]-R[0:01:00]: Return=3.00, Steps=100, Features = 400
89200: E[0:08:04]-R[0:00:59]: Return=2.00, Steps=100, Features = 400
89400: E[0:08:05]-R[0:00:57]: Return=0.00, Steps=100, Features = 400
89600: E[0:08:06]-R[0:00:56]: Return=5.00, Steps=100, Features = 400
89800: E[0:08:07]-R[0:00:55]: Return=0.00, Steps=100, Features = 400
90000: E[0:08:08]-R[0:00:54]: Return=0.00, Steps=100, Features = 400
90200: E[0:08:09]-R[0:00:53]: Return=0.00, Steps=100, Features = 400
90400: E[0:08:11]-R[0:00:52]: Return=0.00, Steps=100, Features = 400
90600: E[0:08:12]-R[0:00:51]: Return=0.00, Steps=100, Features = 400
90800: E[0:08:13]-R[0:00:50]: Return=0.00, Steps=100, Features = 400
91000: E[0:08:14]-R[0:00:49]: Return=0.00, Steps=100, Features = 400
91200: E[0:08:15]-R[0:00:48]: Return=0.00, Steps=100, Features = 400
91400: E[0:08:16]-R[0:00:47]: Return=0.00, Steps=100, Features = 400
91600: E[0:08:17]-R[0:00:46]: Return=3.00, Steps=100, Features = 400
91800: E[0:08:18]-R[0:00:45]: Return=0.00, Steps=100, Features = 400
92000: E[0:08:19]-R[0:00:43]: Return=12.00, Steps=100, Features = 400
92200: E[0:08:20]-R[0:00:42]: Return=7.00, Steps=100, Features = 400
92400: E[0:08:21]-R[0:00:41]: Return=0.00, Steps=100, Features = 400
92600: E[0:08:23]-R[0:00:40]: Return=0.00, Steps=100, Features = 400
92800: E[0:08:24]-R[0:00:39]: Return=0.00, Steps=100, Features = 400
93000: E[0:08:25]-R[0:00:38]: Return=0.00, Steps=100, Features = 400
93200: E[0:08:26]-R[0:00:37]: Return=8.00, Steps=100, Features = 400
93324 >>> E[0:08:27]-R[0:00:36]: Return=0.00, Steps=100, Features = 400
93600: E[0:08:28]-R[0:00:35]: Return=0.00, Steps=100, Features = 400
93800: E[0:08:29]-R[0:00:34]: Return=0.00, Steps=100, Features = 400
94100: E[0:08:31]-R[0:00:32]: Return=0.00, Steps=100, Features = 400
94300: E[0:08:32]-R[0:00:31]: Return=5.00, Steps=100, Features = 400
94500: E[0:08:33]-R[0:00:30]: Return=7.00, Steps=100, Features = 400
94800: E[0:08:34]-R[0:00:28]: Return=5.00, Steps=100, Features = 400
95000: E[0:08:35]-R[0:00:27]: Return=0.00, Steps=100, Features = 400
95300: E[0:08:37]-R[0:00:25]: Return=5.00, Steps=100, Features = 400
95500: E[0:08:38]-R[0:00:24]: Return=4.00, Steps=100, Features = 400
95700: E[0:08:39]-R[0:00:23]: Return=3.00, Steps=100, Features = 400
96000: E[0:08:40]-R[0:00:22]: Return=1.00, Steps=100, Features = 400
96200: E[0:08:41]-R[0:00:21]: Return=6.00, Steps=100, Features = 400
96400: E[0:08:42]-R[0:00:20]: Return=0.00, Steps=100, Features = 400
96600: E[0:08:44]-R[0:00:18]: Return=3.00, Steps=100, Features = 400
96800: E[0:08:45]-R[0:00:17]: Return=0.00, Steps=100, Features = 400
97100: E[0:08:46]-R[0:00:16]: Return=0.00, Steps=100, Features = 400
97300: E[0:08:47]-R[0:00:15]: Return=7.00, Steps=100, Features = 400
97500: E[0:08:48]-R[0:00:14]: Return=0.00, Steps=100, Features = 400
97700: E[0:08:50]-R[0:00:12]: Return=5.00, Steps=100, Features = 400
97900: E[0:08:51]-R[0:00:11]: Return=3.00, Steps=100, Features = 400
98100: E[0:08:52]-R[0:00:10]: Return=7.00, Steps=100, Features = 400
98300: E[0:08:53]-R[0:00:09]: Return=0.00, Steps=100, Features = 400
98500: E[0:08:54]-R[0:00:08]: Return=8.00, Steps=100, Features = 400
98700: E[0:08:55]-R[0:00:07]: Return=0.00, Steps=100, Features = 400
98900: E[0:08:56]-R[0:00:06]: Return=10.00, Steps=100, Features = 400
99100: E[0:08:57]-R[0:00:05]: Return=0.00, Steps=100, Features = 400
99400: E[0:08:59]-R[0:00:03]: Return=11.00, Steps=100, Features = 400
99600: E[0:09:00]-R[0:00:02]: Return=0.00, Steps=100, Features = 400
99990 >>> E[0:09:01]-R[0:00:00]: Return=6.00, Steps=100, Features = 400
============================================================
Took 0:09:01
Saved in 2-result.txt
